species_details,,,,,recorded_present,,,,,status,,,,,,,,,,population_trends,,,,,,,,,photoperiod,,,larval_habitat,pupal_habit,,,,,,,,wingless_reduced_wing_females,morphological_characteristics,,,voltinism,,,,egg_stage,,,,,,,,,,,,larval_stage,,,,,,,,,,,,,pupal_stage,,,,,,,,,,,,,adult_stage,,,,,,,,,,,,overwintering_stage,,,,host_plant_specificity,,,,,ellenberg_traits,,,,,broad_host_plant_category,,,,,,,,,,,,,,,,,,host_plant_section,,,,,,,,common_hostplants,,,,,,,,,,,,,,,,,,,,habitat,,,,,,,,,,,,,,,,,,,,
abh_number,b&f_number,scientific_name ,common_name ,family,england ,scotland ,wales ,northern_ireland,republic_of_ireland,reintroduced,immigrant ,resident,extinct_gb ,extinct_i,red_list_gb ,red_list_ireland,gb_10_km_squares_(2000-2016),ireland_10_km_squares_(2000-2016),rarirty_gb,long_term_distribution_trend_gb,sig_long_term_distribution_trend_gb,range_long_term_distribution_trend_gb,short_term_distribution_trend_gb,sig_short_term_distribution_trend_gb,range_short_term_distribution_trend_gb,abundance_trend_gb,sig_abundance_trend_gb,range_abundance_trend_gb ,diurnal ,nocturnal ,easily_disturbed_by_day,communal_or_nest,below_ground,leaf_litter_moss_on_ground_soil_surface,hostplant_external,hostplant_internal_stem,hostplant_internal_root,other_vegetation_external,stone_inc_walls,dead_rotten_wood ,wingless_reduced_wing_female,forewing_minimum,forewing_maximum,estimated_dry_mass,obligate_univoltine,obligate_multivoltine,partial_generation,phenology_shift,egg_jan,egg_feb,egg_mar,egg_apr,egg_may,egg_jun,egg_jul,egg_aug,egg_sep,egg_oct,egg_nov,egg_dec,lar_jan,lar_feb,lar_mar,lar_apr,lar_may,lar_jun,lar_july,lar_aug,lar_sep,lar_oct,lar_nov,lar_dec,lar_multiple,pup_jan,pup_feb,pup_mar,pup_apr,pup_may,pup_jun,pup_jul,pup_aug,pup_sep,pup_oct,pup_nov,pup_dec,pup_multiple,ad_jan,ad_feb,ad_mar,ad_apr,ad_may,ad_jun,ad_jul,ad_agu,ad_sep,ad_oct,ad_nov,ad_dec,egg,larva,pupa,adult,specificity ,number_hostplants,hostplant_or_hostplant_category,hostplant_or_hostplant_category_scientific,hostplant_native_or_non-native,light_value,moisture_value,reaction,nitrogen,salt_tolerance,sedges,rushes,grasses ,forbs,ferns,broadleaf_trees,coniferous_trees,shrubs_dwarf_shrubs,mosses,lichens_algae,fungi,slime_moulds,detritus,aquatic_plants,dead_withered_leaves,live_dead_invertebrates_meat,galls,stored_goods,roots,stem_shoot,trunk_branches,seeds_berries_fruits,flowers_flower_buds_catkins,leaves_leaf_buds_fronds_external,leaves_internal_mines,other,willow Salix spp,birches Betula spp,Blackthorn (Prunus spinosa),oaks Quercus spp,Hawthorn Crataegus monogyna,docks Rumex spp,Hazel Corylus avellana,Heather Calluna vulgaris,grasses ,Bramble Rubus fruticosus,Bilberry Vaccinium myrtillus,Alder Alnus glutinosa,Pedunculate Oak Quercus robur,Aspen Populus tremula,elms Ulmus spp.,dandelions Taraxacum spp., Downy Birch Betula pubescens,hawthorns Crataegus spp.,Beech Fagus sylvatica,Honeysuckle Lonicera periclymenum,1. Woodland,1a_broadleaved_woodland,1b_coniferious_woodland,1c_scrub_and_hedgerows,1d_wet_woodland_alder_willow_carr,2_heathland,3_moorland,4_grassland,4a_calcareou_grassland,4b_wet_grassland,4c_acid_grassland,5_wetlands,5a_bog_mosses_mires,5b_fens_and_marshes,5c_reedbeds,6a_sand_dunes,6b_saltmarsh,6c_rocky_coast,6d_coastal_shingle,7_montane_upland,8_other
73.194,2258,Conistra vaccinii,Chestnut,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1700,186,,78%,Y,1970 - 2016,36.10%,Y,2000 - 2016,40.90%,Y,1970 - 2016,,1,,,1,,,,,,,,,14,15,32.3,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,1,,,,1,1,1,1,,,,1,Polyphagous,12,, ,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,,,1,1,,1,,,,,,,,,,,,,,,,3,
73.195,2259,Conistra ligula,Dark Chestnut,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1054,73,,30%,N,1970 - 2016,50.10%,Y,2000 - 2016,5.80%,N,1970 - 2016,,1,,,1,,,,,,,,,13,15,30.4,1,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,1,1,1,1,2,,,1,Polyphagous,11,, ,1,,,,,,,,,3,,1,,1,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,1,,,,,,,,,1,1,,1,,,1,1,,1,,,,,,,,,,,,,,,,,Farmland
73.196,2259a,Conistra rubiginosa,Black-spotted Chestnut,Noctuidae,1,,,,,,1,1,,,,  ,10,0,,,,,,,,,,,,1,,,,,,,,,,,,15,17,38.4,,,,,,,,,,,,,,,,,,,,?,?,?,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,1,1,,,,1,,,, ,,,,,,,,,,4,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Habitats listed based on Europe
73.197,2260,Conistra rubiginea,Dotted Chestnut,Noctuidae,1,,1,,,,,1,,,LC,  ,427,0,,124%,Y,1990 - 2016,28.50%,N,2000 - 2016,345.10%,Y,1970 - 2016,,1,,,1,,,,,,,,,15,17,38.4,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,1,1,1,1,,,,,1,1,,,,,1,Monophagous,1,Apple Malus domestica,Malus domestica,1,7,5,6,7,0,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
73.198,2261,Conistra erythrocephala,Red-headed Chestnut,Noctuidae,1,,,,,,1,2,1,,RE,  ,41,0,,,,,,,,,,,,1,,,1,,,,,,,,,16,18,42.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,1,,,,,1,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.199,2257,Jodia croceago,Orange Upperwing,Noctuidae,1,,1,,,,2,,,,CR (PE),  ,1,0,Nationally Rare,,,,,,,,,,,1,,,1,,,,,,,,,14,17,36.3,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
73.2,2235,Lithophane semibrunnea,Tawny Pinion,Noctuidae,1,1,1,1,1,,,1,,,LC,NE,581,4,,81%,Y,1990 - 2016,1226.50%,Y,2000 - 2016,,,,,1,,,1,,,,,,,,,16,20,47.3,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,,,,1,1,1,,,,,1,Monophagous,1,Ash Fraxinus excelsior,Fraxinus excelsior,1,5,6,7,6,0,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.201,2236,Lithophane socia,Pale Pinion,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1130,181,,,,,95.00%,Y,2000 - 2016,132.40%,N,1970 - 2016,,1,,,1,,,,,,,,,17,20,49.6,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,,,,,,,1,1,1,1,,,1,1,1,,,,,1,Polyphagous,10,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
73.202,2237,Lithophane ornitopus,Grey Shoulder-knot,Noctuidae,1,,1,1,1,,,1,,,LC,LC,960,82,,6%,N,1980 - 2016,33.20%,N,2000 - 2016,267.30%,Y,1970 - 2016,,1,,,1,,,,,,,,,17,19,47.3,1,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,,,,1,1,1,1,,,,1,Monophagous,1,Pedunculate Oak Quercus robur,Quercus robur,1,7,5,5,4,0,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.203,2238,Lithophane furcifera,Conformist,Noctuidae,1,1,1,,,,1,,1,,RE,  ,2,0,,,,,,,,,,,,1,,,,1,,,,,,,,17,20,49.6,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.204,2238a,Lithophane consocia,Softly's Shoulder-knot,Noctuidae,1,,,,,,2,,,,,  ,1,0,,,,,,,,,,,,,,,,,,,,,,,,18,20,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.205,2239,Lithophane lamda,Nonconformist,Noctuidae,1,,,,,,,,,,,,0,0,,,,,,,,,,,,1,,,,1,,,,,,,,17,20,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.206,2240,Lithophane leautieri,Blair's Shoulder-knot,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1126,62,,206%,Y,1980 - 2016,-0.70%,N,2000 - 2016,321.10%,Y,1970 - 2016,,1,,,1,,,,,,,,,17,20,49.6,1,,,-4.9,1,1,,,,,,,,,,1,,,1,1,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,1,,,,Polyphagous,4,, ,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
73.207,2233,Xylena solidaginis,Golden-rod Brindle,Noctuidae,1,1,1,,,,1,1,,,LC,  ,125,0,Nationally Scarce,,,,,,,,,,,1,,,1,1,,,,,,,,18,21,54.4,1,,,,1,1,1,,,,,,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,1,,,,Polyphagous,6,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,1,
73.208,2242,Xylena exsoleta,Sword-grass,Noctuidae,1,1,1,,1,,1,1,,1,LC,RE,95,0,Nationally Scarce,,,,11.40%,N,2000 - 2016,,,,,1,,,,1,,,,,,,,24,29,93.3,1,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,,1,1,1,1,,,,1,Polyphagous,14,, ,1,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,3,
73.209,2241,Xylena vetusta,Red Sword-grass,Noctuidae,1,1,1,1,1,,2,1,,,LC,LC,920,138,,7%,N,1970 - 2016,19.00%,N,2000 - 2016,-54.80%,N,1970 - 2016,,1,,,1,,,,,,,,,24,29,93.3,1,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,1,1,1,1,,,,1,1,1,1,,,,1,Polyphagous,14,, ,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,1,1,,,,,,,,,,,,1,1,,,,,1,,,,,1,1,,,,,,,3,
73.21,2256,Eupsilia transversa,Satellite,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1414,73,,-7%,N,1970 - 2016,-4.00%,N,2000 - 2016,5.70%,N,1970 - 2016,,1,,,1,,,,,,,,,17,20,49.6,1,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,1,1,1,1,,,,1,Polyphagous,14,, ,1,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,1,,Omnivorous,1,1,1,1,1,,1,,,,,,,1,1,,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,
73.211,2313,Enargia paleacea,Angle-striped Sallow,Noctuidae,1,1,1,1,,,1,1,,,LC,DD,232,1,,,,,,,,,,,,1,,,1,,,,,,,,,17,20,49.6,1,,,,1,1,1,1,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,1,,,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,3,
73.212,2311,Ipimorpha retusa,Double Kidney,Noctuidae,1,,1,,,,,1,,,LC,  ,221,0,,,,,,,,,,,,1,,,1,,,,,,,,,13,15,30.4,1,,,-12.4,1,1,1,,,,,,1,1,1,1,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,1,,,,Oligophagous (Family),4,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,1,,1,,,,,,3,
73.213,2312,Ipimorpha subtusa,Olive,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,752,14,,-28%,Y,1970 - 2016,-47.50%,Y,2000 - 2016,,,,,1,,,1,,,,,,,,,14,16,34.3,1,,,-13.8,1,1,1,,,,,,,1,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,,,,Oligophagous (Genus),5,, ,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.214,2317,Cosmia diffinis,White-spotted Pinion,Noctuidae,1,,1,,,,,1,,,LC,  ,32,0,Nationally Scarce,,,,,,,,,,,1,,,,,1,,,,,,,14,16,34.3,1,,,-9.9,1,1,1,,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,1,,,,Oligophagous (Genus),3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.215,2316,Cosmia affinis,Lesser-spotted Pinion,Noctuidae,1,,1,,1,,,1,,,LC,NE,339,0,,,,,44.40%,N,2000 - 2016,161.30%,N,1970 - 2016,,1,,,,,1,,,,,,,12,16,30.4,1,,,-10.6,1,1,1,1,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,,,,Oligophagous (Genus),4,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
73.216,2318,Cosmia trapezina,Dun-bar,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1739,194,,37%,Y,1970 - 2016,5.40%,N,2000 - 2016,-23.80%,N,1970 - 2016,,1,,,,1,,,,,,,,13,16,32.3,1,,,-11.5,1,1,1,,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,1,,,,Polyphagous,12,, ,1,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,1,,Omnivorous,1,1,1,1,,,1,,,,,,1,1,1,,,1,,,1,1,,1,,,,,,,,,,,,,,,,3,
73.217,2319,Cosmia pyralina,Lunar-spotted Pinion,Noctuidae,1,,1,,,,,1,,,LC,  ,525,0,,-27%,Y,1970 - 2016,-16.50%,N,2000 - 2016,-60.60%,N,1970 - 2016,,1,,,,1,,,,,,,,13,16,32.3,1,,,-6.6,1,1,1,,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,1,,,,Polyphagous,11,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,4,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,
73.218,2315,Dicycla oo,Heart Moth,Noctuidae,1,,,,,,,1,,,NT,  ,13,0,Nationally Rare,,,,,,,,,,,1,,,1,,,,,,,,,15,17,38.4,1,,,,1,1,1,,,,,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,,,,Monophagous,1,Pedunculate Oak Quercus robur,Quercus robur,1,7,5,5,4,0,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.219,2269,Atethmia centrago,Centre-barred Sallow,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1480,123,,82%,Y,1970 - 2016,2.70%,N,2000 - 2016,-61.60%,N,1970 - 2016,,1,,,1,,,,,,,,,15,18,40.6,1,,,0.2,1,1,1,,,,,,,1,1,1,,?,?,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,1,,,,Monophagous,1,Ash Fraxinus excelsior,Fraxinus excelsior,1,5,6,7,6,0,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.22,2225,Brachylomia viminalis,Minor Shoulder-knot,Noctuidae,1,1,1,1,1,,,1,,,NT,VU,872,8,,-43%,Y,1970 - 2016,-53.70%,Y,2000 - 2016,-89.80%,Y,1970 - 2016,,1,,,1,1,,,,,,,,13,15,30.4,1,,,-17.5,1,1,1,,,,,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,Oligophagous (Family),7,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,1,,1,,,,,,3,
73.221,2268,Parastichtis suspecta,Suspected,Noctuidae,1,1,1,1,1,,1,1,,1,LC,RE,576,0,,-43%,Y,1970 - 2016,29.70%,N,2000 - 2016,,,,,1,,,1,,,,,,,,,14,16,34.3,1,,,-8.6,1,1,1,,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,1,,,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,,,,1,,1,,,,,,3,
73.222,2314,Apterogenum ypsillon,Dingy Shears,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,840,17,,-3%,N,1980 - 2016,1.40%,N,2000 - 2016,-14.70%,N,1970 - 2016,,1,,,,1,1,,,,,,,15,19,42.7,1,,,-9.2,1,1,1,1,,,,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,1,,,,Oligophagous (Family),2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,1,,1,,,,,,,
73.223,2246a,Dryobota labecula,Oak Rustic,Noctuidae,1,,,,,,1,1,,,LC,  ,58,0,Nationally Scarce,,,,,,,,,,,1,,,1,,,,,,,,,12,15,28.5,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,Monophagous,1,Holm Oak Quercus ilex,Quercus ilex,3,6,3,7,4,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.224,2247,Griposia aprilina,Merveille du Jour,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1257,75,,68%,Y,1970 - 2016,28.60%,Y,2000 - 2016,-25.60%,N,1970 - 2016,,1,,,1,,,,,,,,,18,23,59.4,1,,,3.6,1,1,1,,,,,,,,1,1,,,1,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,1,,,,Monophagous,1,Pedunculate Oak Quercus robur,Quercus robur,1,7,5,5,4,0,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.225,2248,Dryobotodes eremita,Brindled Green,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1056,65,,91%,Y,1970 - 2016,12.70%,N,2000 - 2016,-22.40%,N,1970 - 2016,,1,,,1,,,,,,,,,15,17,38.4,1,,,-0.9,1,1,1,,,,,,,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,1,,,,Polyphagous,5,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,
73.226,2248a,Dryobotodes roboris,Southern Brindled Green,Noctuidae,,,,,,,2,,,,,  ,2,0,,,,,,,,,,,,,,,1,,,,,,,,,12,14,26.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.227,2248b,Dichonioxa tenebrosa,Sombre Brocade,Noctuidae,1,,,,,,,,,,LC,,22,0,recent (year 2000 onwards) colonist not assessed,,,,,,,,,,,,,,,,,,,,,,,15,17,38.4,1,,,,,,,,,,,,,,,,,,?,?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,Monophagous,1,Holm Oak Quercus ilex,Quercus ilex,3,6,3,7,4,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.228,2254,Antitype chi,Grey Chi,Noctuidae,1,1,1,1,1,,,1,,,NT,LC,599,55,,-57%,Y,1970 - 2016,-3.70%,N,2000 - 2016,-80.60%,Y,1970 - 2016,,1,,,1,,,,,,,,,15,19,42.7,1,,,-3.6,1,1,1,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,1,,,,Polyphagous,14,, ,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,1,1,,,1,,,,,,,,,3,
73.229,2251,Trigonophora flammea,Flame Brocade,Noctuidae,1,,,,,,1,1,,,LC,  ,42,0,recent (year 2000 onwards) colonist not assessed,,,,,,,,,,,1,,,1,,,,,,,,,20,23,64.6,1,,,,,,,,,,,,,,1,,1,1,1,1,1,,,,,,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,1,1,1,,,1,,,Polyphagous,3,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
73.23,2230,Aporophyla australis,Feathered Brindle,Noctuidae,1,,1,,1,,,1,,,LC,VU,78,5,Nationally Scarce,-6%,N,1990 - 2016,-53.40%,Y,2000 - 2016,,,,,1,,,1,1,,,,,,,,14,17,36.3,1,,,,,,,,,,,,,1,,,1,1,1,1,1,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,1,1,,,,1,,,Polyphagous,6,, ,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,1,,
73.231,2231,Aporophyla lutulenta,Deep-brown Dart,Noctuidae,1,,1,,,,,1,,,LC,  ,505,0,,-36%,Y,1970 - 2016,-13.80%,N,2000 - 2016,-62.00%,Y,1970 - 2016,,1,,,1,,,,,,,,,15,18,40.6,1,,,4,,,,,,,,,,1,,,1,1,1,1,1,,,,,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,,,,1,,,Polyphagous,14,, ,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,2,,1,2,,,,,,,,,,,,1,1,1,1,,,,1,1,,,,,,,1,,1,,,
73.232,2231a,Aporophyla lueneburgensis,Northern Deep-brown Dart,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,180,21,,-78%,Y,1990 - 2016,-89.60%,Y,2000 - 2016,,,,,1,,,1,,,,,,,,,15,17,38.4,1,,,6.2,,,,,,,,,1,,,,1,1,1,1,1,,,,?,?,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,Polyphagous,5,, ,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,3,
73.233,2232,Aporophyla nigra,Black Rustic,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1609,182,,82%,Y,1970 - 2016,18.70%,Y,2000 - 2016,-71.80%,Y,1970 - 2016,,1,,,1,,,,,,,,,17,21,52,1,,,4.9,,,,,,,,,,1,,,1,1,1,1,1,,,,,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,,,1,,,Polyphagous,12,, ,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,3,,,,,,,1,,,,,1,1,1,,,1,1,1,1,,1,,,,,,,,,3,
73.234,2229,Dasypolia templi,Brindled Ochre,Noctuidae,1,1,1,1,1,,,1,,,NT,LC,319,19,,-76%,Y,1970 - 2016,-13.70%,N,2000 - 2016,-91.00%,Y,1970 - 2016,,1,,,1,,,,,,,,,18,23,59.4,1,,,,,,1,1,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,1,1,1,,,,,1,Oligophagous (Family),2,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,3,
73.235,2255,Polymixis lichenea,Feathered Ranunculus,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,487,31,,10%,N,1970 - 2016,-21.10%,N,2000 - 2016,-39.20%,N,1970 - 2016,,1,,,1,,,,,,,,,15,18,40.6,1,,,-1.5,,,,,,,,,,1,,,1,1,1,1,1,,,,,1,1,1,,,,,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,,,1,,,Polyphagous,13,, ,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,,,,,1,,1,1,,
