species_details,,,,,recorded_present,,,,,status,,,,,,,,,,population_trends,,,,,,,,,photoperiod,,,larval_habitat,pupal_habit,,,,,,,,wingless_reduced_wing_females,morphological_characteristics,,,voltinism,,,,egg_stage,,,,,,,,,,,,larval_stage,,,,,,,,,,,,,pupal_stage,,,,,,,,,,,,,adult_stage,,,,,,,,,,,,overwintering_stage,,,,host_plant_specificity,,,,,ellenberg_traits,,,,,broad_host_plant_category,,,,,,,,,,,,,,,,,,host_plant_section,,,,,,,,common_hostplants,,,,,,,,,,,,,,,,,,,,habitat,,,,,,,,,,,,,,,,,,,,
abh_number,b&f_number,scientific_name ,common_name ,family,england ,scotland ,wales ,northern_ireland,republic_of_ireland,reintroduced,immigrant ,resident,extinct_gb ,extinct_i,red_list_gb ,red_list_ireland,gb_10_km_squares_(2000-2016),ireland_10_km_squares_(2000-2016),rarirty_gb,long_term_distribution_trend_gb,sig_long_term_distribution_trend_gb,range_long_term_distribution_trend_gb,short_term_distribution_trend_gb,sig_short_term_distribution_trend_gb,range_short_term_distribution_trend_gb,abundance_trend_gb,sig_abundance_trend_gb,range_abundance_trend_gb ,diurnal ,nocturnal ,easily_disturbed_by_day,communal_or_nest,below_ground,leaf_litter_moss_on_ground_soil_surface,hostplant_external,hostplant_internal_stem,hostplant_internal_root,other_vegetation_external,stone_inc_walls,dead_rotten_wood ,wingless_reduced_wing_female,forewing_minimum,forewing_maximum,estimated_dry_mass,obligate_univoltine,obligate_multivoltine,partial_generation,phenology_shift,egg_jan,egg_feb,egg_mar,egg_apr,egg_may,egg_jun,egg_jul,egg_aug,egg_sep,egg_oct,egg_nov,egg_dec,lar_jan,lar_feb,lar_mar,lar_apr,lar_may,lar_jun,lar_july,lar_aug,lar_sep,lar_oct,lar_nov,lar_dec,lar_multiple,pup_jan,pup_feb,pup_mar,pup_apr,pup_may,pup_jun,pup_jul,pup_aug,pup_sep,pup_oct,pup_nov,pup_dec,pup_multiple,ad_jan,ad_feb,ad_mar,ad_apr,ad_may,ad_jun,ad_jul,ad_agu,ad_sep,ad_oct,ad_nov,ad_dec,egg,larva,pupa,adult,specificity ,number_hostplants,hostplant_or_hostplant_category,hostplant_or_hostplant_category_scientific,hostplant_native_or_non-native,light_value,moisture_value,reaction,nitrogen,salt_tolerance,sedges,rushes,grasses ,forbs,ferns,broadleaf_trees,coniferous_trees,shrubs_dwarf_shrubs,mosses,lichens_algae,fungi,slime_moulds,detritus,aquatic_plants,dead_withered_leaves,live_dead_invertebrates_meat,galls,stored_goods,roots,stem_shoot,trunk_branches,seeds_berries_fruits,flowers_flower_buds_catkins,leaves_leaf_buds_fronds_external,leaves_internal_mines,other,willow Salix spp,birches Betula spp,Blackthorn (Prunus spinosa),oaks Quercus spp,Hawthorn Crataegus monogyna,docks Rumex spp,Hazel Corylus avellana,Heather Calluna vulgaris,grasses ,Bramble Rubus fruticosus,Bilberry Vaccinium myrtillus,Alder Alnus glutinosa,Pedunculate Oak Quercus robur,Aspen Populus tremula,elms Ulmus spp.,dandelions Taraxacum spp., Downy Birch Betula pubescens,hawthorns Crataegus spp.,Beech Fagus sylvatica,Honeysuckle Lonicera periclymenum,1. Woodland,1a_broadleaved_woodland,1b_coniferious_woodland,1c_scrub_and_hedgerows,1d_wet_woodland_alder_willow_carr,2_heathland,3_moorland,4_grassland,4a_calcareou_grassland,4b_wet_grassland,4c_acid_grassland,5_wetlands,5a_bog_mosses_mires,5b_fens_and_marshes,5c_reedbeds,6a_sand_dunes,6b_saltmarsh,6c_rocky_coast,6d_coastal_shingle,7_montane_upland,8_other
70.062,1739,Epirrhoe rivata,Wood Carpet,Geometridae,1,1,1,,,,,1,,,LC,  ,366,0,,-77%,Y,1970 - 2016,-9.20%,N,2000 - 2016,55.30%,N,1970 - 2016,,1,,,1,1,,,,,,,,14,16,9.7,1,,,-2.4,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,Oligophagous (Genus),2,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,1,,,,,,,,,1,,,
70.063,1740,Epirrhoe galiata,Galium Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,405,74,,-62%,Y,1970 - 2016,-36.30%,N,2000 - 2016,-74.10%,Y,1970 - 2016,,1,1,,1,,,,,,,,,13,15,8.1,1,1,,,,,,,,,1,,1,,,,,,,,,1,1,1,1,,,,,1,1,1,1,1,,,1,,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,Oligophagous (Genus),3,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,1,,1,1,3,
70.064,1793,Euphyia biangulata,Cloaked Carpet,Geometridae,1,1,1,,1,,,1,,,LC,LC,265,20,,-62%,Y,1990 - 2016,7.80%,N,2000 - 2016,229.40%,N,1970 - 2016,,1,1,,1,,,,,,,,,14,17,10.6,1,,,-1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,3,
70.065,1794,Euphyia unangulata,Sharp-angled Carpet,Geometridae,1,,1,1,1,,,1,,,LC,LC,407,246,,-71%,Y,1970 - 2016,-46.50%,Y,2000 - 2016,0.40%,N,1970 - 2016,,1,1,,1,,,,,,,,,13,15,8.1,1,,,-2,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
70.066,1746,Earophila badiata,Shoulder Stripe,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1295,157,,-37%,Y,1970 - 2016,-20.70%,N,2000 - 2016,-70.10%,Y,1970 - 2016,,1,,,1,,,,,,,,,14,18,11.5,1,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,1,,,,,1,1,1,1,1,,,1,1,1,1,,,,,,,,,,1,,Oligophagous (Genus),3,, ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
70.067,1747,Anticlea derivata,Streamer,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1394,149,,12%,N,1970 - 2016,2.40%,N,2000 - 2016,-34.90%,N,1970 - 2016,,1,,,1,,,,,,,,,14,16,9.7,1,,,-10.2,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,1,1,1,,,,,1,1,1,1,1,,,,1,1,1,,,,,,,,,,1,,Polyphagous,5,, ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,
70.068,1748,Mesoleuca albicillata,Beautiful Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,737,198,,-66%,Y,1970 - 2016,-12.30%,N,2000 - 2016,58.40%,N,1970 - 2016,,1,1,,1,,,,,,,,,15,18,12.4,1,,,-2.2,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Polyphagous,5,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,3,
70.069,1749,Pelurga comitata,Dark Spinach,Geometridae,1,1,1,1,1,,,1,,,VU,LC,500,23,,-52%,Y,1970 - 2016,-46.80%,Y,2000 - 2016,-91.40%,Y,1970 - 2016,,1,,,1,,,,,,,,,16,18,13.4,1,,,-5.7,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,,,,1,1,,,,,,,1,1,1,1,,,,,,1,,Oligophagous (Family),2,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.07,1745,Larentia clavaria,Mallow,Geometridae,1,1,1,,1,,,1,,,LC,CR,477,1,,-30%,Y,1970 - 2016,-15.50%,N,2000 - 2016,-42.20%,Y,1970 - 2016,,1,,,1,,,,,,,,,19,22,21.6,1,,,4,1,1,,,,,,,,,1,1,,,1,1,1,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,1,1,,1,,,,Oligophagous (Family),4,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,
70.071,1743,Entephria flavicinctata,Yellow-ringed Carpet,Geometridae,1,1,1,1,,,,1,,,LC,CR,46,1,Nationally Scarce,,,,,,,,,,,1,1,,1,,,,,,,,,17,18,14.4,1,1,,,,,,,1,,,1,,1,,,1,1,1,1,1,1,1,,1,1,1,1,,,,,,1,1,,1,,,,,,,,,,1,1,1,1,1,1,,,,1,,,Polyphagous,4,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,
70.072,1744,Entephria caesiata,Grey Mountain Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,NT,313,23,,-81%,Y,1970 - 2016,-13.20%,N,2000 - 2016,3.70%,N,1970 - 2016,,1,1,,,1,1,,,,,,,16,19,14.4,1,,,-4.7,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,1,1,1,1,,,,,1,,,Oligophagous (Family),6,, ,1,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,
70.073,1786,Spargania luctuata,White-banded Carpet,Geometridae,1,,1,,,,1,1,,,LC,  ,26,0,Nationally Scarce,,,,,,,,,,1,1,1,,,1,,,,,,,,14,15,8.9,,1,,,,,,,,1,,1,,,,,,,,,,1,1,?,?,,,,,1,1,1,1,,1,,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Monophagous,1,Rosebay Willowherb Chamaenerion angustifolium,Chamaenerion angustifolium,1,6,5,6,5,0,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
70.074,1777,Hydriomena furcata,July Highflier,Geometridae,1,1,1,1,1,,,1,,,LC,LC,2161,484,,-8%,Y,1970 - 2016,13.60%,Y,2000 - 2016,-3.50%,N,1970 - 2016,,1,1,,1,1,,,,,,,,14,18,11.5,1,,,-6.5,1,1,1,1,,,,,1,1,1,1,,,,1,1,1,?,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,1,,,,Polyphagous,8,, ,1,,,,,,,,,,,1,3,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,1,1,,,1,,,,,,1,,,,1,1,1,1,1,1,1,,,,,1,,1,,,,,,3,
70.075,1778,Hydriomena impluviata,May Highflier,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1288,162,,52%,Y,1970 - 2016,19.80%,N,2000 - 2016,37.80%,N,1970 - 2016,,1,,,1,1,1,,,,,,,13,16,8.9,1,,,-7.1,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,1,1,1,1,,,,,,,1,1,,,,,1,1,1,1,,,,,,,,1,,Monophagous,1,Alder Alnus glutinosa,Alnus glutinosa,1,5,8,6,6,0,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,1,,1,,,,,,,
70.076,1779,Hydriomena ruberata,Ruddy Highflier,Geometridae,1,1,1,1,1,,,1,,,LC,LC,231,160,,-75%,Y,1990 - 2016,-41.40%,N,2000 - 2016,,,,,1,,,,1,,,,,,,,14,17,10.6,1,,,-5.7,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,1,1,1,1,,,,,,1,1,1,,,,,1,1,1,1,,,,,,,,1,,Oligophagous (Genus),4,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,1,1,,1,1,,1,,,,,1,1,1,,,,,,3,
70.077,1767,Pennithera firmata,Pine Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1160,79,,77%,Y,1970 - 2016,35.10%,N,2000 - 2016,303.60%,N,1970 - 2016,,1,1,,,1,1,,,,,,,13,16,8.9,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,?,?,1,1,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,,,Oligophagous (Genus),3,, ,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,3,
70.078,1770,Thera cognata,Chestnut-coloured Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,102,28,Nationally Scarce,,,,,,,,,,,1,,,,1,1,,,,,,,11,14,6.1,1,,,,,,,,,,,1,,,,,1,1,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,1,,,Monophagous,1,Common Juniper Juniperus communis,Juniperus communis,1,8,5,5,3,0,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,2,
70.079,1769,Thera britannica,Spruce Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1742,319,,557%,Y,1970 - 2016,76.10%,Y,2000 - 2016,3362.80%,Y,1970 - 2016,,1,1,,1,1,,,,,,,,13,17,9.7,,1,,,,,,,,1,1,,,1,,,1,1,1,1,1,1,1,,?,?,1,1,,,,,1,1,,,1,1,,,,,,,,1,1,1,1,1,1,1,1,,,1,,,Polyphagous,10,, ,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,3,
70.08,1769a,Thera vetustata,Fir Carpet,Geometridae,1,,,,,,1,,,,,  ,4,0,,,,,,,,,,,,1,,,,,,,,,,,,12,14,6.7,,,,,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.081,1768,Thera obeliscata,Grey Pine Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1779,300,,10%,N,1970 - 2016,-8.60%,N,2000 - 2016,-47.20%,Y,1970 - 2016,,1,1,,1,,,,,,,,,13,17,9.7,,1,,,,,,,,,1,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,1,,,,,,,,1,1,1,1,1,1,1,1,,,1,,,Polyphagous,8,, ,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,3,
70.082,1771,Thera juniperata,Juniper Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,428,4,,-77%,Y,1980 - 2016,-30.20%,N,2000 - 2016,417.20%,Y,1970 - 2016,,1,,,,1,1,,,,,,,11,14,6.1,1,,,8.5,1,1,1,1,1,1,1,,,,1,1,,,,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,,1,,,,Oligophagous (Genus),1,junipers Juniperus spp.,Juniperus spp.,2,8,5,5,3,0,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,
70.083,1771a,Thera cupressata,Cypress Carpet,Geometridae,1,,1,,,,,1,,,LC,  ,307,0,,4387%,Y,1990 - 2016,430.70%,Y,2000 - 2016,,,,,1,,,,,,,,,,,,12,15,7.4,,1,,,,,,,,1,,,,,1,,1,1,1,1,1,,1,1,1,,1,1,,,,,,1,,,,1,,,,,,,,,1,1,1,1,1,1,1,,,1,,,Monophagous,1,Monterey Cypress Cupressus macrocarpa,Cupressus macrocarpa,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.084,1766,Plemyria rubiginata,Blue-bordered Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1083,107,,-11%,N,1970 - 2016,2.30%,N,2000 - 2016,173.30%,Y,1970 - 2016,,1,,,,,1,,,,,,,12,15,7.4,1,,,-11.3,1,1,1,,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,,,,Polyphagous,7,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,1,,,,,,1,,,1,1,,1,,,,,,,,1,,1,,,,,,,
70.085,1765,Cidaria fulvata,Barred Yellow,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1530,115,,-14%,Y,1970 - 2016,-19.30%,Y,2000 - 2016,-50.20%,Y,1970 - 2016,,1,,,,1,,,,,,,,12,14,6.7,1,,,-15.9,1,1,1,1,,,,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,1,,,,Oligophagous (Genus),2,, ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,1,,,,,,,,,,,,
70.086,1773,Electrophaes corylata,Broken-barred Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1382,217,,-36%,Y,1970 - 2016,-13.30%,N,2000 - 2016,-60.30%,Y,1970 - 2016,,1,1,,1,1,,,,,,,,14,16,9.7,1,,,-9.6,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,1,1,1,,,,,,1,1,1,,,,,,1,1,1,,,,,,,,1,,Polyphagous,8,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,,,,,,,1,,,,1,2,,,1,1,,1,,,,,,,,,,,,,,,,3,
70.087,1752,Cosmorhoe ocellata,Purple Bar,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1824,234,,-13%,N,1970 - 2016,-19.00%,Y,2000 - 2016,-36.90%,N,1970 - 2016,,1,1,,,,,,,,,,,13,15,8.1,1,1,,,,,,,,,1,,1,,,,1,1,1,1,,1,1,1,1,1,1,1,,,,,1,1,,,1,,,,,,,,,,1,1,1,1,1,,,,,1c,,,Oligophagous (Genus),4,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,1,,,,,1,,,,3,
70.088,1772,Eustroma reticulata,Netted Carpet,Geometridae,1,,1,,,,,1,,,EN,  ,9,0,Nationally Rare,,,,,,,,,,,1,1,,,1,,,,,,,,13,14,7.4,1,,,,,,,,,,1,1,,,,,,,,,,,1,1,1,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,1,1,,,,,,,1,,Monophagous,1,Touch-me-not Balsam Impatiens noli-tangere,Impatiens noli-tangere,1,4,7,7,6,0,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,1,,,,,,,,,
70.089,1754,Eulithis prunata,Phoenix,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1270,78,,26%,Y,1970 - 2016,12.20%,N,2000 - 2016,-31.40%,N,1970 - 2016,,1,,,,,1,,,,,,,17,19,15.5,1,,,-8.9,1,1,1,,,,,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,1,,,,Oligophagous (Genus),3,, ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
70.09,1755,Eulithis testata,Chevron,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1217,238,,-40%,Y,1970 - 2016,-35.20%,Y,2000 - 2016,-64.90%,Y,1970 - 2016,,1,,,,,1,,,,,,,13,19,11.5,1,,,-4.6,1,1,1,1,,,,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,1,,,,Polyphagous,4,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,,1,1,,,,,1,,1,,1,,,,3,
70.091,1756,Eulithis populata,Northern Spinach,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1075,151,,-45%,Y,1970 - 2016,-7.60%,N,2000 - 2016,-22.50%,Y,1970 - 2016,,1,1,,,1,1,,,,,,,13,18,10.6,1,,,-11.8,1,1,1,,,,,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,1,,,,Polyphagous,4,, ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,1,,,,,1,1,,,,,,,2,
70.092,1757,Eulithis mellinata,Spinach,Geometridae,1,1,1,,1,,,1,,,VU,NE,636,0,,-69%,Y,1970 - 2016,-75.70%,Y,2000 - 2016,-96.70%,Y,1970 - 2016,,1,,,,1,1,,,,,,,16,18,13.4,1,,,-8.4,1,1,1,,,,,,1,1,1,1,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,1,,,,Oligophagous (Genus),3,, ,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,Urban
70.093,1758,Gandaritis pyraliata,Barred Straw,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1987,204,,24%,Y,1970 - 2016,11.60%,N,2000 - 2016,-38.50%,Y,1970 - 2016,,1,1,,,1,,,,,,,,15,18,12.4,1,,,-9.8,1,1,1,1,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,1,,,,Oligophagous (Family),5,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,1,,,,,,,,,,,3,
70.094,1759,Ecliptopera silaceata,Small Phoenix,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1910,384,,18%,Y,1970 - 2016,-4.70%,N,2000 - 2016,-56.20%,N,1970 - 2016,,1,1,,,1,,,,,,,,13,17,9.7,1,1,,,,,,,,1,,1,,,,,,,,1,1,1,1,1,1,1,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Oligophagous (Family),3,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,,,,1,,1,,,,,,3,
70.095,1760,Chloroclysta siterata,Red-Green Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1778,219,,667%,Y,1970 - 2016,50.10%,Y,2000 - 2016,695.30%,Y,1970 - 2016,,1,,,,1,,,,,,,,14,17,10.6,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,1,1,1,,,1,1,1,1,,,,1,Polyphagous,11,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,3,
70.096,1761,Chloroclysta miata,Autumn Green Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,621,49,,-38%,Y,1970 - 2016,43.80%,N,2000 - 2016,-17.60%,N,1970 - 2016,,1,,,,1,,,,,,,,15,17,11.5,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,1,1,1,,1,1,1,1,,,,,1,Polyphagous,7,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,3,
70.097,1764,Dysstroma truncata,Common Marbled Carpet / Arran Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,2188,506,,20%,Y,1970 - 2016,-5.00%,N,2000 - 2016,34.50%,N,1970 - 2016,,1,1,,,,1,,,,,,,14,19,12.4,1,1,,,,,,,,,,1,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,1,,,,,,,,,,1,1,1,1,1,1,1,,,1,,,Polyphagous,20,, ,1,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,1,1,1,,1,,1,1,1,,,,,,1,,,1,1,,1,,,1,,,,,1,,1,,,,,,3,
70.098,1762,Dysstroma citrata,Dark Marbled Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1428,260,,-26%,Y,1970 - 2016,15.10%,N,2000 - 2016,27.90%,N,1970 - 2016,,1,1,,,1,,,,,,,,14,19,12.4,1,,,-5.5,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,1,,,1,,,,Polyphagous,6,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,3,
70.099,1774,Colostygia olivata,Beech-green Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,EN,210,3,,-52%,Y,1990 - 2016,8.70%,N,2000 - 2016,,,,,1,1,,,1,,,,,,,,13,15,8.1,1,,,-3.9,,,,,,,,,,,,,1,1,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,1,,,Oligophagous (Genus),3,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,,,,,,1,,3,
70.1,1776,Colostygia pectinataria,Green Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,2247,406,,68%,Y,1970 - 2016,17.20%,Y,2000 - 2016,404.40%,Y,1970 - 2016,,1,1,,1,,,,,,,,,12,15,7.4,1,1,,,,,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,,,Polyphagous,7,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,1,1,,1,,,,,1,,,,3,
70.101,1775,Colostygia multistrigaria,Mottled Grey,Geometridae,1,1,1,1,1,,,1,,,LC,LC,950,106,,-27%,Y,1970 - 2016,-7.10%,N,2000 - 2016,-32.00%,N,1970 - 2016,,1,,,,,,,,,,,,13,17,9.7,1,,,-7.9,,,,1,,,,,,,,,,,,,1,1,,,,,,,,1,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,1,,Oligophagous (Genus),3,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,1,,,,,,,,,3,
